name,sku,brand,confidence,source
"WERHE® Profi Bohrer VollStahl, Erdbohrer für bohrmaschine 150 mm extrem robust mit SDS Max Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze.",1ZWG150dm,WERHE,0.70,agent
"WERHE® Profi Bohrer, Erdbohrer für bohrmaschine 150 mm robust mit SDS Max Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze - Bohrer für Erdbohrer",1ZWG150dm,WERHE,0.85,agent
Świder Do gleby 150D SDS MAX,1ZWG150dm,,1.00,apilo
"Profesjonalna wiertarka WERHE®, świder do wiertarki 150 mm wytrzymały z adapterem SDS Plus - wiertło do pali wiertło do wiercenia precyzyjna końcówka wiertła - wiertło do świdra do ziemi",1ZWG150dp,WERHE,0.80,agent
"Profesjonalna wiertarka WERHE®, świder do wiertarki 150 mm wytrzymały z adapterem SDS Plus - wiertło do wiercenia precyzyjna końcówka wiertła - wiertło do świdra do ziemi",1ZWG150dp,WERHE,0.80,agent
WERHE profesjonalna wiertarka do ślimaka 150 mm Pełna Stal podwójny wałek runo dobrze wytrzymałe z adapterem SDS Plus - TO JEST ZWYKŁA,1ZWG150dp,WERHE,0.45,agent
WERHE świder ziemny Ø 150 mm z adapter SDS Plus,1ZWG150dp,WERHE,0.70,agent
"WERHE® Profi Bohrer VollStahl, Erdbohrer für bohrmaschine 150 mm extrem robust mit SDS Plus Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze.",1ZWG150dp,WERHE,0.70,agent
"WERHE® Profi Bohrer, Erdbohrer für bohrmaschine 150 mm robust mit SDS Plus Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze - Bohrer für Erdbohrer",1ZWG150dp,WERHE,0.85,agent
Świder do Gleby 150D SDS PLUS,1ZWG150dp,,1.00,apilo
WERHE Profi Bohrer für Erdbohrer 150 mm Pfahlbohrer Brunnenbohrer präzise Bohrspitze Doppelspiral Hartmetall eco Farbe mit Hex Adapter,1ZWG150hHex,WERHE,0.55,agent
"WERHE® Profi Bohrer, Erdbohrer für bohrmaschine 150 mm DoppelWelle robust mit m14 Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze.",1ZWG150hM14,WERHE,0.55,agent
WERHE Profi Bohrer für Erdbohrer 150 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze passend für Makita/Hitachi-Bohrer,1ZWG150hMakita,WERHE,0.50,agent
"WERHE Profi Bohrer für Erdbohrer 150 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze passend für Stihl BT 106 C, BT 120 C, BT 121, BT 130, BT 131",1ZWG150hStihl,WERHE,0.50,agent
WERHE Profi Bohrer für Erdbohrer 150 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze mit SDS Max Adapter,1ZWG150hm,WERHE,0.60,agent
WERHE Profi Bohrer für Erdbohrer 150 mm VollStahl Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze mit SDS Max Adapter,1ZWG150hm,WERHE,0.60,agent
WERHE profesjonalna wiertarka do ślimaka 150 mm pełna stal podwójny wałek runo dobrze wytrzymała z adapterem SDS Max,1ZWG150hm,WERHE,0.60,agent
"WERHE świder ziemny 150 mm, podwójna spirala, adapter SDS Max",1ZWG150hm,WERHE,0.60,agent
"WERHE® Profi Bohrer VollStahl, Erdbohrer für bohrmaschine 150 mm Doppel-Welle extrem robust mit SDS Max Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze.",1ZWG150hm,WERHE,0.60,agent
Świder do Gleby 150H SDS MAX,1ZWG150hm,unknown,0.85,agent
WERHE Profi Bohrer für Erdbohrer 150 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze mit SDS Plus Adapter,1ZWG150hp,WERHE,0.65,agent
WERHE Profi Bohrer für Erdbohrer 150 mm VollStahl Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze mit SDS Plus Adapter,1ZWG150hp,WERHE,0.65,agent
WERHE profesjonalna wiertarka do ślimaka 150 mm Pełna Stal podwójny wałek runo dobrze wytrzymałe z adapterem SDS Plus,1ZWG150hp,WERHE,0.65,agent
Świder do Gleby 150H SDS PLUS,1ZWG150hp,,1.00,apilo
WERHE Profi Bohrer für Erdbohrer 180 mm Pfahlbohrer Brunnenbohrer präzise Bohrspitze Spiral eco Farbe mit Hex Adapter,1ZWG180dHex,WERHE,0.55,agent
WERHE Erdbohrer mit SDS Max Aufnahme 180mm robuste Bohrspitze Pfahlbohrer Bohrer,1ZWG180dm,WERHE,0.70,agent
WERHE Erdbohrer 180 mm mit SDS Plus Aufnahme robuste Bohrspitze Pfahlbohrer Bohrer,1ZWG180dp,WERHE,0.70,agent
WERHE Profi Bohrer für Erdbohrer 180 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze passend für Makita/Hitachi-Bohrer,1ZWG180hMakita,WERHE,0.50,agent
"WERHE Profi Bohrer für Erdbohrer 180 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze passend für Stihl BT 106 C, BT 120 C, BT 121, BT 130, BT 131",1ZWG180hStihl,WERHE,0.50,agent
"WERHE Erdbohrer für bohrmaschine mit SDS Max adapter ⌀200 mm, 80cm länge – Brunnenbohrer, Baumpflanzung, erdlochbohrer, Pfahlbohrer, Durchlässenbohrer – Präzise Bohrspitze und Hartmetallklingen",1ZWG200dm,WERHE,0.80,agent
WERHE Profi Bohrer für Erdbohrer 200 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze mit SDS Max Adapter,1ZWG200dm,WERHE,0.65,agent
"WERHE Świder ziemny do wiertarki z adapterem SDS Max ⌀200 mm, długość 80 cm - świder do studni, świder do sadzenia drzew, świder do otworów ziemnych, świder do pali, świder do przepustów",1ZWG200dm,WERHE,0.80,agent
"WERHE Erdbohrer für bohrmaschine mit SDS Plus adapter ⌀200 mm, 80cm länge – Brunnenbohrer, Baumpflanzung, erdlochbohrer, Pfahlbohrer, Durchlässenbohrer – Präzise Bohrspitze und Hartmetallklingen",1ZWG200dp,WERHE,0.80,agent
WERHE Profi Bohrer für Erdbohrer 200 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze mit SDS Plus Adapter,1ZWG200dp,WERHE,0.65,agent
"WERHE Świder ziemny do wiertarki z adapterem SDS Plus ⌀200 mm, długość 80 cm - świder do studni, świder do sadzenia drzew, świder do otworów ziemnych, świder do pali, świder do przepustów",1ZWG200dp,WERHE,0.80,agent
WERHE Profi Bohrer für Erdbohrer 200 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze passend für Makita/Hitachi-Bohrer,1ZWG200hMakita,WERHE,0.50,agent
"WERHE Profi Bohrer für Erdbohrer 200 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze passend für Stihl BT 106 C, BT 120 C, BT 121, BT 130, BT 131",1ZWG200hStihl,WERHE,0.50,agent
"WERHE Profi Bohrer für Erdbohrer 250 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze passend für Stihl BT 106 C, BT 120 C, BT 121, BT 130, BT 131",1ZWG250dStihl,WERHE,0.50,agent
WERHE Profi Bohrer für Erdbohrer 250 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze mit SDS Max Adapter,1ZWG250dm,WERHE,0.80,agent
WERHE Profi Bohrer für Erdbohrer 250 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze mit SDS Plus Adapter,1ZWG250dp,WERHE,0.80,agent
WERHE Profi Bohrer für Erdbohrer 300 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze mit SDS Max Adapter,1ZWG300dm,WERHE,0.80,agent
WERHE Profi Bohrer für Erdbohrer 300 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze mit SDS Plus Adapter,1ZWG300dp,WERHE,0.80,agent
"WERHE® Profi Bohrer, Erdbohrer für bohrmaschine 40 mm DoppelWelle robust mit m14 Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze.",1ZWG40dM14DS,WERHE,0.50,agent
WERHE Profi Bohrer für Erdbohrer 40 mm Florbohrer Brunnenbohrer robuste Bohrspitze passend für Makita/Hitachi Bohrer,1ZWG40dMakita,WERHE,0.50,agent
"Bohrer für Erdbohrer 40 mm passend für Stihl BT 106 C, BT 120 C, BT 121, BT 130 präzise Bohrspitze Pfahlbohrer…",1ZWG40dStihl,unknown,0.50,agent
WERHE Profesjonalne wiertło do ślimaków 40 mm bateria precyzyjna spirala Eco kolorowa farba z adapterem sześciokątnym,1ZWG40dh,WERHE,0.80,agent
WERHE Profi Bohrer für Erdbohrer 40 mm Pfahlbohrer Brunnenbohrer präzise Bohrspitze Spiral eco Farbe mit Hex Adapter,1ZWG40dh,WERHE,0.80,agent
"WERHE świder ziemny 40 mm z adapter Hex, świder do słupków",1ZWG40dh,WERHE,0.85,agent
WERHE Profi Bohrer für Erdbohrer 40 mm Pfahlbohrer Brunnenbohrer präzise Bohrspitze Doppelspiral Hartmetall eco Farbe mit Hex Adapter,1ZWG40dhDS,WERHE,0.70,agent
WERHE Erdbohrer mit SDS Max Aufnahme 40 mm robuste Bohrspitze Pfahlbohrer Bohrer 40mm,1ZWG40dm,WERHE,0.85,agent
WERHE Wiertarka uziemiająca z uchwytem SDS Max 40 mm Wytrzymała końcówka wiertła 40mm,1ZWG40dm,WERHE,0.90,review
"WERHE świder ziemny 40 mm SDS Max uchwyt, 80 cm",1ZWG40dm,WERHE,0.90,agent
"WERHE® Profi Bohrer VollStahl, Erdbohrer für bohrmaschine 40 mm extrem robust mit SDS Max Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze.",1ZWG40dm,WERHE,0.55,agent
Świder do Gleby 40D SDS MAX,1ZWG40dm,,1.00,apilo
WERHE Profi Bohrer für Erdbohrer 40 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze mit SDS Max Adapter,1ZWG40dmDS,WERHE,0.70,agent
WERHE Erdbohrer 40mm mit SDS Plus Aufnahme Robuste Bohrspitze Pfahlbohrer Bohrer,1ZWG40dp,WERHE,0.85,agent
WERHE Wiertarka do uziemienia 40 mm z pojemnikiem SDS Plus solidna końcówka wiertła do pali wiertniczych,1ZWG40dp,WERHE,0.85,agent
"WERHE świder ziemny Ø 40 mm, długość 80 cm, z adapter do wiertarki SDS Plus",1ZWG40dp,WERHE,0.90,agent
"WERHE® Profi Bohrer VollStahl, Erdbohrer für bohrmaschine 40 mm extrem robust mit SDS Plus Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze.",1ZWG40dp,WERHE,0.55,agent
Świder do Gleby 40D SDS PLUS,1ZWG40dp,,1.00,apilo
WERHE Profi Bohrer für Erdbohrer 40 mm Pfahlbohrer Brunnenbohrer präzise Bohrspitze Doppelspiral Hartmetall eco Farbe mit SDS Plus Adapter,1ZWG40dpDS,WERHE,0.70,agent
Wiertło do gleby 50D Hex,1ZWG50dHex,unknown,0.60,agent
"WERHE Erdbohrer für bohrmaschine mit HEX adapter ⌀50 mm, 80cm länge – Brunnenbohrer, Baumpflanzung, erdlochbohrer, Pfahlbohrer, Durchlässenbohrer – Präzise Bohrspitze und Hartmetallklingen",1ZWG50dh,WERHE,0.80,agent
"WERHE Świder ziemny do wiertarki z adapterem HEX ⌀50 mm, długość 80 cm - świder do studni, świder do sadzenia drzew, świder do otworów ziemnych, świder do pali, świder do przepustów",1ZWG50dh,WERHE,0.85,agent
"WERHE Erdbohrer für bohrmaschine mit SDS Max adapter ⌀50 mm, 80cm länge – Brunnenbohrer, Baumpflanzung, erdlochbohrer, Pfahlbohrer, Durchlässenbohrer – Präzise Bohrspitze und Hartmetallklingen",1ZWG50dm,WERHE,0.85,agent
"WERHE Świder ziemny do wiertarki z adapterem SDS Max ⌀50 mm, długość 80 cm - świder do studni, świder do sadzenia drzew, świder do otworów ziemnych, świder do pali, świder do przepustów",1ZWG50dm,WERHE,0.90,agent
Świder do Gleby 50D SDS MAX,1ZWG50dm,,1.00,apilo
"WERHE Erdbohrer für bohrmaschine mit SDS Plus adapter ⌀50 mm, 80cm länge – Brunnenbohrer, Baumpflanzung, erdlochbohrer, Pfahlbohrer, Durchlässenbohrer – Präzise Bohrspitze und Hartmetallklingen",1ZWG50dp,WERHE,0.85,agent
"WERHE Świder ziemny do wiertarki z adapterem SDS Plus ⌀50 mm, długość 80 cm - świder do studni, świder do sadzenia drzew, świder do otworów ziemnych, świder do pali, świder do przepustów",1ZWG50dp,WERHE,0.90,agent
"WERHE świder ziemny 50 mm z adapter SDS Plus, długość 80 cm",1ZWG50dp,WERHE,0.90,agent
Świder do Gleby 50D SDS PLUS,1ZWG50dp,,1.00,apilo
WERHE Erdbohrer mit SDS Max Aufnahme 60mm robuste Bohrspitze Pfahlbohrer Bohrer 60mm,1ZWG60Dm,WERHE,0.85,agent
WERHE Wiertło ziemne z uchwytem SDS Max 60 mm wytrzymałe wiertło wiertło 60 mm,1ZWG60Dm,WERHE,0.85,agent
"WERHE świder ziemny 60 mm, 80 cm, adapter SDS Max",1ZWG60Dm,WERHE,0.90,agent
"WERHE® Profi Bohrer VollStahl, Erdbohrer für bohrmaschine 60 mm extrem robust mit SDS Max Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze.",1ZWG60Dm,WERHE,0.55,agent
Świder do Gleby 60D SDS MAX,1ZWG60Dm,,1.00,apilo
Świder do Gleby 60D HEX,1ZWG60dHex,unknown,0.60,agent
"WERHE® Profi Bohrer VollStahl, Erdbohrer für bohrmaschine 60 mm Extrem robust mit m14 Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze.",1ZWG60dM14,WERHE,0.50,agent
WERHE Profi Bohrer für Erdbohrer 60 mm Florbohrer Brunnenbohrer robuste Bohrspitze passend für Makita/Hitachi Bohrer,1ZWG60dMakita,WERHE,0.50,agent
"Bohrer für Erdbohrer 60 mm passend für Stihl BT 106 C, BT 120 C, BT 121, BT 130 präzise Bohrspitze Pfahlbohre",1ZWG60dStihl,unknown,0.50,agent
WERHE Profesjonalne wiertło do ślimaka 60 mm stos dobrze precyzyjna spiralna farba ekologiczna z adapterem sześciokątnym,1ZWG60dh,WERHE,0.80,agent
WERHE Profi Bohrer für Erdbohrer 60 mm Pfahlbohrer Brunnenbohrer präzise Bohrspitze Spiral eco Farbe mit Hex Adapter,1ZWG60dh,WERHE,0.80,agent
"WERHE świder ziemny 60 mm, adapter Hex, wiertło ręczne do sadzenia drzew",1ZWG60dh,WERHE,0.85,agent
"WERHE® Profi Bohrer VollStahl, Erdbohrer für bohrmaschine 60 mm extrem robust mit Hex Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze.",1ZWG60dh,WERHE,0.55,agent
\WERHE Profi Bohrer für Erdbohrer 60 mm Pfahlbohrer Brunnenbohrer präzise Bohrspitze Spiral eco Farbe mit Hex Adapter,1ZWG60dh,WERHE,0.80,agent
WERHE Profi Bohrer für Erdbohrer 60 mm Pfahlbohrer Brunnenbohrer präzise Bohrspitze Doppelspiral Hartmetall eco Farbe mit Hex Adapter,1ZWG60dhDS,WERHE,0.70,agent
WERHE Profi Bohrer für Erdbohrer 60 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze mit SDS Max Adapter,1ZWG60dmDS,WERHE,0.70,agent
"WERHE® Profi Bohrer VollStahl, Erdbohrer für bohrmaschine 60 mm Doppel-Welle extrem robust mit SDS Max Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze.",1ZWG60dmDS,WERHE,0.60,agent
WERHE Erdbohrer 60 mm mit SDS Plus Aufnahme präzise Bohrspitze Pfahlbohrer Bohrer,1ZWG60dp,WERHE,0.85,agent
WERHE Wiertło uziemiające 60 mm z precyzyjnym wiertłem do nagrywania SDS Plus,1ZWG60dp,WERHE,0.90,review
"WERHE Wiertło ziemne do wiertarki z adapterem SDS Plus Ø 60 mm, długość 80 cm – wiertło do studni, sadzenie drzew, wiertło do otworów, wiertło do pali, wiertło przelotowe – precyzyjna końcówka",1ZWG60dp,WERHE,0.90,agent
WERHE świder ziemny z adapter SDS Plus 60 mm 80 cm do wiertarki i budowy,1ZWG60dp,WERHE,0.90,agent
"WERHE® Profi Bohrer VollStahl, Erdbohrer für bohrmaschine 60 mm extrem robust mit SDS Plus Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze.",1ZWG60dp,WERHE,0.55,agent
Świder do Gleby 60D SDS PLUS,1ZWG60dp,,1.00,apilo
WERHE Profi Bohrer für Erdbohrer 60 mm Pfahlbohrer Brunnenbohrer präzise Bohrspitze Doppelspiral Hartmetall eco Farbe mit SDS Plus Adapter,1ZWG60dpDS,WERHE,0.70,agent
"WERHE® Profi Bohrer VollStahl, Erdbohrer für bohrmaschine 80 mm Extrem robust mit m14 Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze.",1ZWG80dM14,WERHE,0.50,agent
"WERHE® Profi Bohrer, Erdbohrer für bohrmaschine 80 mm robust mit m14 Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze.",1ZWG80dM14,WERHE,0.50,agent
WERHE Profi Bohrer für Erdbohrer 80mm Florbohrer Brunnenbohrer robuste Bohrspitze geeignet für Makita/Hitachi Bohrer,1ZWG80dMakita,WERHE,0.50,agent
"Bohrer für Erdbohrer 80 mm passend für Stihl BT 106 C, BT 120 C, BT 121, BT 130 präzise Bohrspitze Pfahlbohre",1ZWG80dStihl,unknown,0.50,agent
WERHE Profesjonalny wiertło do ślimaka 80 mm dobrze precyzyjne spiralne ekologiczne farby z adapterem sześciokątnym,1ZWG80dh,WERHE,0.80,agent
WERHE Profi Bohrer für Erdbohrer 80 mm Pfahlbohrer Brunnenbohrer präzise Bohrspitze Spiral eco Farbe mit Hex Adapter,1ZWG80dh,WERHE,0.80,agent
"WERHE świder ziemny Ø 80 mm z adaptera sześciokątnego, stal, do wiertarek",1ZWG80dh,WERHE,0.85,agent
"WERHE® Profi Bohrer VollStahl, Erdbohrer für bohrmaschine 80 mm extrem robust mit Hex Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze.",1ZWG80dh,WERHE,0.55,agent
WERHE Profi Bohrer für Erdbohrer 80 mm Pfahlbohrer Brunnenbohrer präzise Bohrspitze Doppelspiral Hartmetall eco Farbe mit Hex Adapter,1ZWG80dhDS,WERHE,0.70,agent
WERHE Erdbohrer mit SDS Max Aufnahme 80 mm robuste Bohrspitze Pfahlbohrer Bohrer 80mm,1ZWG80dm,WERHE,0.85,agent
WERHE Profi Bohrer für Erdbohrer 80 mm Doppel-Welle Pfahlbohrer Brunnenbohrer robuste Bohrspitze mit SDS Max Adapter,1ZWG80dm,WERHE,0.70,agent
WERHE Wiertarka z adapterem SDS Max 80 mm Wytrzymała wiertarka 80 mm,1ZWG80dm,WERHE,0.60,agent
WERHE Wiertło uziemiające z adapterem SDS Max 80 mm solidne wiertło do runa 80 mm,1ZWG80dm,WERHE,0.60,agent
"WERHE® Profi Bohrer VollStahl, Erdbohrer für bohrmaschine 80 mm extrem robust mit SDS Max Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze.",1ZWG80dm,WERHE,0.80,agent
Świder do Gleby 80D SDS MAX,1ZWG80dm,,1.00,apilo
WERHE Erdbohrer 80 mm mit SDS Plus Aufnahme präzise Bohrspitze Pfahlbohrer Bohrer,1ZWG80dp,WERHE,0.85,agent
WERHE Profi Bohrer für Erdbohrer 80 mm Pfahlbohrer Brunnenbohrer präzise Bohrspitze Doppelspiral Hartmetall eco Farbe mit SDS Plus Adapter,1ZWG80dp,WERHE,0.70,agent
WERHE Wiertło do ziemi 80 mm z SDS Plus rejestrujące precyzyjne wiertło wiertło do runa,1ZWG80dp,WERHE,0.85,agent
WERHE Wiertło do ziemi 80 mm z precyzyjnym wiertłem SDS Plus,1ZWG80dp,WERHE,0.85,agent
"WERHE® Profi Bohrer VollStahl, Erdbohrer für bohrmaschine 80 mm extrem robust mit SDS Plus Adapter - Pfahlbohrer Brunnenbohrer präzise Bohrspitze.",1ZWG80dp,WERHE,0.80,agent
Świder do Gleby 80D SDS PLUS,1ZWG80dp,,1.00,apilo
"WERHE® Betonlochsägen 9 teiliges set im koffer Lochbohrers Ø 30 40 65 80 100 mm, Kernbohrer mit Pleuelbohrern für Zementsteinmauer, Führungsbohrer, Bohrverlängerung adapter 300 mm SDS",2OT30x300,WERHE,0.50,rule_new
"WERHE® Betonlochsägen 6 teiliges set im koffer Lochbohrers Ø 40 65 80 100 120 mm, Kernbohrer mit Pleuelbohrern für Zementsteinmauer, Führungsbohrer, Bohrverlängerung adapter 110 mm SDS Plus",2OT40x120p,WERHE,0.50,rule_new
"WERHE® Betonlochsägen 6 teiliges set im koffer Lochbohrers Ø 40 65 80 100 120 mm, Kernbohrer mit Pleuelbohrern für Zementsteinmauer, Führungsbohrer, Bohrverlängerung adapter 110 mm SDS Plus.",2OT40x120p,WERHE,0.50,rule_new
WERHE Wiertło SDS PLUS do betonu 10 x 160 mm – Wiertło udarowe do betonu i cegły – 4 krawędzie tnące,2WB10x160p,WERHE,0.50,rule_new
WERHE ® Profi SDS Plus Betonbohrer 10 x 160 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB10x160p,WERHE,0.50,rule_new
WERHE ® Wiertło do betonu Professional SDS Plus 10 x 160 mm Wiertarka udarowa Wiertarka do kamienia Wiertarka do betonu,2WB10x160p,WERHE,0.50,rule_new
WERHE ® Professional 5 szt. SDS Plus wiertło do betonu 10 x 210 mm młotek kamień beton quadro X Quadruple cięcie krzyżowe,2WB10x210pn5,WERHE,0.80,review
WERHE ® Profi 5 tlg. SDS Plus Betonbohrer 10 x 210 mm Hammer Stein Beton Quadro X Vierfachschneide Kreuzschneide,2WB10x210pn5,WERHE,0.80,review
WERHE Profesjonalne wiertło SDS Plus do betonu 10 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB10x460p,WERHE,0.95,rule
WERHE Profi SDS Plus Betonbohrer 10 x 460 mm Hammerbohrer Steinbohrer Beton Bohre,2WB10x460p,WERHE,0.95,rule
WERHE Profi SDS Plus Betonbohrer 10 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB10x460p,WERHE,0.95,rule
WERKON Profi SDS Plus Betonbohrer 10 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB10x460p,WERKON,0.95,rule
Wiertło do betonu 10x460mm SDS PLUS,2WB10x460p,,1.00,apilo
WERHE Profesjonalne wiertło SDS Plus do betonu 10 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB10x600p,WERHE,0.50,rule_new
WERHE Profi SDS Plus Betonbohrer 10 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB10x600p,WERHE,0.50,rule_new
WERKON Profesjonalne wiertło do betonu SDS Plus 10 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu Quadro X poczwórne ostrze ostrze krzyżowe,2WB10x600p,WERKON,0.50,rule_new
WERKON Profi SDS Plus Betonbohrer 10 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer Quadro X Vierfachschneide Kreuzschneide,2WB10x600p,WERKON,0.50,rule_new
WERHE ® Profi SDS PLUS Betonbohrer 10 x 800 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB10x800p,WERHE,0.50,rule_new
WERHE ® Profesjonalne 5-cz. SDS Plus wiertło do betonu 12 x 210 mm młotek kamień beton Quadro X czterokrotne ostrze krzyżowe,2WB12x210pn5,WERHE,0.80,review
WERHE ® Profi 5 tlg. SDS Plus Betonbohrer 12 x 210 mm Hammer Stein Beton Quadro X Vierfachschneide Kreuzschneide,2WB12x210pn5,WERHE,0.80,review
WERHE Profesjonalne wiertło SDS Plus do betonu 12 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB12x460p,WERHE,0.50,rule_new
WERHE Profi SDS Plus Betonbohrer 12 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB12x460p,WERHE,0.50,rule_new
WERKON Profesjonalne wiertło do betonu SDS Plus 12 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu wiertło,2WB12x460p,WERKON,0.50,rule_new
WERKON Profi SDS Plus Betonbohrer 12 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB12x460p,WERKON,0.50,rule_new
Werkon Profi SDS Plus Betonbohrer 12 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB12x460p,WERKON,0.50,rule_new
WERHE Profesjonalne wiertło SDS Plus do betonu 12 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB12x600p,WERHE,0.95,rule
WERHE Profi SDS Plus Betonbohrer 12 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB12x600p,WERHE,0.95,rule
WERHE Wiertło do betonu SDS PLUS 12 x 600 mm – wiertło udarowe do betonu i cegły – 4 ostrza,2WB12x600p,WERHE,0.95,rule
