name,lines,units,lines_WRO5,lines_XPO1,first_month,last_month,family,shank,L_est,fkey,skus,fc_dominant,purity,fc_last
Adapter SDS PLUS do M14 wewnętrzny (żeński),1,30.0,1,0,2026-07,2026-07,adapter,sds_plus,150.0,adapter|sds_plus|m14,4Ap-M14wew,WRO5,1.0,WRO5
WERKON Profesjonalne wiertło do betonu SDS Plus 14 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu wiertło,4,29.0,0,4,2024-06,2025-03,drill_bit,sds_plus,460.0,drill_bit|d14|l460|sds_plus,,XPO1,1.0,XPO1
WERHE ® Profesjonalne Wiertło do betonu SDS Max 40 x 460 mm Wiertarka udarowa Wiertarka do kamienia Wiertarka do betonu,6,29.0,0,6,2024-08,2025-10,drill_bit,sds_max,460.0,drill_bit|d40|l460|sds_max,,XPO1,1.0,XPO1
Świder do gleby 50D,2,29.0,0,2,2026-07,2026-08,auger,,800.0,auger,1WG50d,XPO1,1.0,XPO1
Groszkownik 150mm 12 zębów SDS Plus okrągły,2,28.0,2,0,2026-07,2026-08,chisel_bush,sds_plus,150.0,chisel_bush|d150|sds_plus,6GR12x150p,WRO5,1.0,WRO5
"WERHE® Professional HEX28 Ø20,2mm 28x260mm wbijak do gwoździ uziemiających - wbijak młotkowy do gwoździ wbijak do gwoździ",7,28.0,7,0,2024-09,2026-02,driver_rod,hex28,260.0,driver_rod|d20.2|l260|hex28,,WRO5,1.0,WRO5
"WERKON SDS Plus 5-częściowy zestaw wierteł do betonu 6, 8, 10, 12, 14 x 210 mm wiertło udarowe do betonu",4,28.0,4,0,2024-07,2025-09,set_drill,sds_plus,210.0,set_drill|sds_plus|n14,,WRO5,1.0,WRO5
WERHE ® Professional SDS HEX Szpiczaste dłuto łopatkowe 135 x 440 mm Uchwyt sześciokątny 30 mm do młota wyburzeniowego Dłuto plastikowe etui,6,28.0,0,6,2024-09,2026-05,chisel_point,hex30,440.0,chisel_point|d135|l440|hex30,,XPO1,1.0,XPO1
Dłuto do betonu 50x600 SDS Plus,4,28.0,0,4,2026-07,2026-08,chisel_flat,sds_plus,600.0,chisel_flat|d50|l600|sds_plus,3DB50x600p,XPO1,1.0,XPO1
Adapter Wiertnica WERHE do m22 - do wiertnicy wiertniczej do wiercenia otwornicą do betonu - adapter do świdra spalinowego lub elektrycznego do wierteł rdzeniowych z korbowodami do muru cementowego,6,28.0,6,0,2025-02,2026-04,adapter,,150.0,adapter,,WRO5,1.0,WRO5
Dłuto do betonu 75x400mm HEX28,3,27.0,3,0,2026-07,2026-08,chisel_flat,hex28,400.0,chisel_flat|d75|l400|hex28,3DB75x400h28,WRO5,1.0,WRO5
WERHE ® 65 A 65x80x235mm Młot udarowy gwiazdkowy do młotów wyburzeniowych Dłuto do młotów wyburzeniowych,7,27.0,7,0,2024-09,2026-03,chisel_flat,,80.0,chisel_flat|d65|l80,,WRO5,1.0,WRO5
WERHE przedłużka do wiertła SDS Max 1180 mm do młotowiertarki,3,27.0,0,3,2026-06,2026-06,extension,sds_max,1180.0,extension|l1180|sds_max,,XPO1,1.0,XPO1
WERHE Przedłużka do wiertarki 1180 mm – adapter SDS Max do głębokiego wiercenia – solidny i kompatybilny,3,27.0,0,3,2026-04,2026-05,extension,sds_max,1180.0,extension|l1180|sds_max,,XPO1,1.0,XPO1
"Profesjonalne dłuto SDS HEX zestaw 3-częściowy 35,50 x 410 mm płaskie dłuto łopatkowe dłuto szpiczaste sześciokątne mocowanie 30 mm płaski spat szpic do młotka łamanego",7,26.0,5,2,2026-02,2026-05,set_chisel,hex30,410.0,set_chisel|hex30|n50,,WRO5,0.714,WRO5
Ubijaczka Srebrna Hex 150x150mm HEX30,1,25.0,1,0,2026-08,2026-08,other,hex30,150.0,other|hex30,"6U8,6h30",WRO5,1.0,WRO5
WERHE® Professional HEX28 Ø55mm 70x260mm gwoździarka do wbijania gwoździ uziemiających - wbijak młotkowy do gwoździ wbijakowych,8,25.0,8,0,2024-09,2026-05,driver_rod,hex28,260.0,driver_rod|d55|l260|hex28,,WRO5,1.0,WRO5
"WERHE® adapter 1 1/4” UNC na trzpień 20 mm – Solidny adapter przejściowy wykonany z wysokiej jakości stali do wierteł rdzeniowych i wierteł ziemnych, kompatybilny z wiertłami diamentowymi.",2,25.0,2,0,2026-03,2026-05,adapter,unc_1_1_4,150.0,adapter|unc_1_1_4,,WRO5,1.0,WRO5
WERHE profesjonalne SDS Plus płaskie dłuto płaskie 60 x 250 mm szerokości dłuto płaskie,3,25.0,3,0,2026-03,2026-05,chisel_flat,sds_plus,250.0,chisel_flat|d60|l250|sds_plus,,WRO5,1.0,WRO5
WERHE ® Profesjonalne 5 szt. SDS Plus wiertło do betonu 6 x 160 mm kamień młotkowy Quadro X poczwórne cięcie poprzeczne,3,25.0,3,0,2024-06,2026-03,drill_bit,sds_plus,160.0,drill_bit|d6|l160|sds_plus,,WRO5,1.0,WRO5
"WERHE® Kafar HEX30 do wbijania rur ze stali nierdzewnej Ø125mm 145x250mm do młota wyburzeniowego - wbijak do słupków, wbijak do słupków ogrodzeniowych - kafar do budowy ogrodzeń i zagęszczania gruntu",9,25.0,9,0,2025-03,2026-05,driver_rod,hex30,250.0,driver_rod|d125|l250|hex30,,WRO5,1.0,WRO5
"WERHE® Dłuto udarowe SDS PLUS, 4 zęby, 150 mm – do obróbki betonu i kamienia",3,25.0,3,0,2026-03,2026-05,chisel_flat,sds_plus,150.0,chisel_flat|d150|sds_plus,,WRO5,1.0,WRO5
WERHE ® Professional 5 szt. SDS Plus wiertło do betonu 6 x 260 mm kamień młotkowy Quadro X Quadruple cięcie krzyżowe,4,25.0,4,0,2025-02,2026-01,drill_bit,sds_plus,260.0,drill_bit|d6|l260|sds_plus,,WRO5,1.0,WRO5
"WERHE® Brzeszczot do wyrzynarki T118G 5 szt. do cięcia metalu - do precyzyjnego cięcia bardzo cienkich blach, płyt (0.5-1.5 mm) - brzeszczot do metalu do wyrzynarki z uchwytem w kształcie litery T",3,25.0,3,0,2025-03,2025-12,blade_jigsaw,,150.0,blade_jigsaw|T118G|n5,,WRO5,1.0,WRO5
"WERHE Sznur murarski na szpuli Ø1,8 mm długość 150 m z uchwytem – sznur brukarski żółty – sznur budowlany z plecionego polipropylenu – odporny na węzły, zerwanie i obciążenia",4,25.0,4,0,2025-04,2025-10,string,,1.8,string|d1.8,,WRO5,1.0,WRO5
"WERHE świder ziemny 46 x 370 mm do wkrętarki i wiertarki, świder ogrodowy",1,25.0,1,0,2026-06,2026-06,auger,,370.0,auger|d46|l370,,WRO5,1.0,WRO5
Adapter WERHE® do świder ziemnych o średnicy do 1/2-20UNF - do stosowania w świdrach ziemnych benzynowych i elektrycznych - do wszystkich uchwytów wiertarskich z gwintem zewnętrznym 1/2 20UNF,5,25.0,5,0,2025-02,2026-03,adapter,unf_1_2,150.0,adapter|unf_1_2,,WRO5,1.0,WRO5
"WERHE świder ziemny 100 mm Ø, 300 mm długości do wiertarki i wkrętarki akumulatorowej – świder ogrodowy do łatwego sadzenia kwiatów, krzewów i wykonywania otworów pod słupki ogrodzeniowe",2,25.0,2,0,2026-05,2026-05,auger,,300.0,auger|d100,,WRO5,1.0,WRO5
"WERHE świder ziemny 100 mm Ø, 450 mm długości do wiertarki i wkrętarki akumulatorowej – świder ogrodowy do łatwego sadzenia kwiatów, krzewów i wykonywania otworów pod słupki ogrodzeniowe",1,25.0,0,1,2026-05,2026-05,auger,,450.0,auger|d100|l450,,XPO1,1.0,XPO1
Dłuto do betonu 60 x 250 SDS PLUS,2,25.0,2,0,2026-07,2026-08,chisel_flat,sds_plus,250.0,chisel_flat|d60|l250|sds_plus,3DB60x250p,WRO5,1.0,WRO5
"WERHE przedłużka do świdra ziemnego, 600 mm, uchwyt 20 mm, stal z zawleczką",1,25.0,0,1,2026-06,2026-06,extension,shank20,600.0,extension|l600|shank20,,XPO1,1.0,XPO1
"WERHE Świder ziemny do wiertarki z adapterem SDS Max ⌀200 mm, długość 80 cm - świder do studni, świder do sadzenia drzew, świder do otworów ziemnych, świder do pali, świder do przepustów",3,24.0,0,3,2025-02,2025-03,auger,sds_max,800.0,auger|d200|l800|sds_max,,XPO1,1.0,XPO1
WERHE SDS Max wiertło do betonu 32 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu,3,24.0,0,3,2024-08,2024-10,drill_bit,sds_max,460.0,drill_bit|d32|l460|sds_max,,XPO1,1.0,XPO1
WERKON SDS Max wiertło do betonu 20 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,5,24.0,0,5,2024-10,2025-09,drill_bit,sds_max,600.0,drill_bit|d20|l600|sds_max,,XPO1,1.0,XPO1
WERHE® Adapter od wiertła benzynowego do gwintu wewnętrznego m14 - Wiertło benzynowe - Adapter do mieszarki do zapraw,7,24.0,7,0,2024-10,2026-04,adapter,m14,150.0,adapter|m14,,WRO5,1.0,WRO5
"WERHE® Groszkownik dłutowy SDS Plus 4 zęby dł. 150 mm, prostokąt 40x7 mm - Młoty nasadowe do młotowiertarek elektrycznych - Nasadki wyburzeniowe, do młotkowania betonu - Dłuto młotkowe",4,24.0,4,0,2025-03,2026-01,chisel_bush,sds_plus,40.0,chisel_bush|d7|l40|sds_plus,,WRO5,1.0,WRO5
"Gwint adaptera WERHE® 5/8 na M14 - do mieszarek i betoniarek - pasuje do głowicy mieszającej M14 i mieszadeł 5/8""",5,24.0,5,0,2025-02,2026-03,adapter,m14,150.0,adapter|m14,,WRO5,1.0,WRO5
"Zestaw szpic , 35 , 50x410 Hex30",6,24.0,3,3,2026-07,2026-08,set_chisel,hex30,410.0,set_chisel|hex30|n3,,WRO5,0.5,WRO5
"WERHE Zestaw 2 dłut 35/50 x 410 mm, SDS Hex (trzpień sześciokątny) ze stali narzędziowej – Dłuta płaskie do kucia i usuwania materiału z betonu i muru za pomocą młota wyburzeniowego",4,24.0,0,4,2026-02,2026-05,other,hex30,410.0,other|hex30,,XPO1,1.0,XPO1
WERHE Profesjonalne wiertło do wiertnic ziemnych 200 mm podwójny wał wiertło do słupków wiertło do studni wytrzymała końcówka wiertnicza,2,24.0,0,2,2026-04,2026-05,other,,800.0,other|dbl,,XPO1,1.0,XPO1
"WERHE ® Professional – 5 x drewno i metal ostrza do wyrzynarki – 200 mm S1022VFN bardzo trwałe – szybkie paleta i plastikowe piły do piły do paznokci – kompatybilne z wyrzynarkami Bosch, Makita",5,23.0,5,0,2025-03,2026-04,other,,150.0,other,,WRO5,1.0,WRO5
"WERHE pobijak do uziomów SDS Plus, 32,5 mm, do prętów uziemiających, stal",1,23.0,1,0,2026-06,2026-06,driver_rod,sds_plus,150.0,driver_rod|d32.5|sds_plus,,WRO5,1.0,WRO5
WERHE SDS Max wiertło do betonu 20 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu,4,23.0,0,4,2024-09,2025-06,drill_bit,sds_max,460.0,drill_bit|d20|l460|sds_max,,XPO1,1.0,XPO1
Dłuto do betonu 50x600 Sds max,2,23.0,0,2,2026-07,2026-08,chisel_flat,sds_max,600.0,chisel_flat|d50|l600|sds_max,3DB50x600m,XPO1,1.0,XPO1
Adapter WERHE m14 do m22 - Do mieszadeł do zaprawy do wiercenia otworów piłą do betonu - ADAPTER SKOKOWY do wiertarek rdzeniowych z prętami łączącymi do murów z bloczków cementowych.,6,23.0,6,0,2024-06,2026-01,adapter,m14,150.0,adapter|m14,,WRO5,1.0,WRO5
WERHE profesjonalne dłuto łopatkowe SDS 50 x 410 mm sześciokątne gniazdo sześciokątne 30 mm płaskie do młota rozbiórkowego,5,23.0,0,5,2025-10,2026-04,chisel_flat,hex,410.0,chisel_flat|d50|l410|hex,,XPO1,1.0,XPO1
"WERHE® Groszkownik SDS MAX 16 zębów dł. 220 mm, kwadrat 36 mm - Młoty nasadowe do młotowiertarek elektrycznych - Nasadki wyburzeniowe, do młotkowania betonu - Dłuto młotkowe",6,22.0,6,0,2025-03,2026-02,chisel_bush,sds_max,220.0,chisel_bush|d36|l220|sds_max,,WRO5,1.0,WRO5
"Adapter WERHE® do diamentowych wierteł rdzeniowych Wiertło rdzeniowe - 1 1/4"" cala UNC do SDS Plus - dodatkowo z gwintem wewnętrznym 1/2˝ cala.",4,22.0,4,0,2024-07,2025-08,adapter,sds_plus,150.0,adapter|sds_plus|unc_1_1_4,,WRO5,1.0,WRO5
WERHE SDS Max wiertło do betonu 20 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,3,22.0,0,3,2024-08,2024-12,drill_bit,sds_max,600.0,drill_bit|d20|l600|sds_max,,XPO1,1.0,XPO1
WERHE profesjonalny zestaw dłut sześciokątnych SDS 30 35 x 410 mm gniazdo z zimną końcówką płaskie szerokie do młota rozbiórkowego,6,22.0,0,6,2025-10,2026-05,set_chisel,hex,410.0,set_chisel|hex|n35,,XPO1,1.0,XPO1
WERHE Profi SDS Plus Wiertło do betonu 32 x 460 mm Wiertło do młotów Wiertło do kamienia Wiertło do betonu,4,22.0,0,4,2024-09,2025-03,drill_bit,sds_plus,460.0,drill_bit|d32|l460|sds_plus,,XPO1,1.0,XPO1
WERHE® 65x85x210 Młot udarowy z głowicą gwiazdową do młotów wyburzeniowych SDS Max Młotowiertarka,5,21.0,5,0,2025-02,2026-03,other,sds_max,210.0,other|sds_max,,WRO5,1.0,WRO5
Szpic do betonu Szpic x 410mm HEX30,2,21.0,0,2,2026-08,2026-08,chisel_point,hex30,410.0,chisel_point|l410|hex30,3DBx410h30,XPO1,1.0,XPO1
"WERHE świder ziemny Ø 150 mm, długość 80 cm, uchwyt 20 mm, ostrza z węglika",1,21.0,0,1,2026-06,2026-06,auger,shank20,800.0,auger|d150|l800|shank20,,XPO1,1.0,XPO1
"T118AHM WERHE® brzeszczot do wyrzynarki do cięcia metalu - do precyzyjnego cięcia cienkich blach (1,6-3,2mm) - brzeszczot do wyrzynarki",2,20.0,2,0,2025-04,2026-02,blade_jigsaw,,150.0,blade_jigsaw|T118AHM,,WRO5,1.0,WRO5
"Pobijak 16,5mm SDS Max",1,20.0,1,0,2026-07,2026-07,driver_rod,sds_max,150.0,driver_rod|d16.5|sds_max,"6PO16,5m",WRO5,1.0,WRO5
Szpic do betonu 600mm SDS PLUS,2,20.0,0,2,2026-08,2026-08,chisel_point,sds_plus,600.0,chisel_point|l600|sds_plus,3DBx600p,XPO1,1.0,XPO1
"WERKON Zestaw 10 brzeszczotów do wyrzynarki Professional T744D 180 mm – Bardzo długie brzeszczoty do precyzyjnych cięć w drewnie, kompatybilne z wyrzynarkami BOSCH, METABO, MAKITA oraz z chwytem T.",2,20.0,2,0,2026-03,2026-04,blade_jigsaw,,180.0,blade_jigsaw|T744D|l180,,WRO5,1.0,WRO5
Pobijak 50mm hex30,1,20.0,1,0,2026-07,2026-07,driver_rod,hex30,150.0,driver_rod|d50|hex30,6PO50x220h30,WRO5,1.0,WRO5
WERHE ® Profesjonalne 5 x brzeszczoty do piły szablastej do drewna i gałęzi – C 240 mm S1531L – bardzo długie – wysokiej jakości stal HCS – szybkie cięcie grubych warstw,3,20.0,3,0,2025-12,2026-03,blade_recip,,240.0,blade_recip|S1531L|l240|n5,,WRO5,1.0,WRO5
"WERHE zestaw adapterów do świdra ziemnego, SDS Plus/SDS Max młotowiertarka",1,20.0,1,0,2026-06,2026-06,set_adapter,sds_max,150.0,set_adapter|sds_max|sds_plus|n3,,WRO5,1.0,WRO5
"WERHE pobijak do uziomów do uziomów głębinowych, SDS Max, 13,5x35x260 mm",2,20.0,2,0,2026-06,2026-06,driver_rod,sds_max,35.0,driver_rod|d13.5|l35|sds_max,,WRO5,1.0,WRO5
"WERHE przedłużka do wiertła SDS Max, 500 mm",1,20.0,0,1,2026-06,2026-06,extension,sds_max,500.0,extension|l500|sds_max,,XPO1,1.0,XPO1
Świder ogrodowy 40X220,1,20.0,1,0,2026-07,2026-07,auger,,220.0,auger|d40|l220,1Wo40x220,WRO5,1.0,WRO5
"WERHE® Groszkownik SDS Plus, 16 zębów, 220 mm – do obróbki betonu i kamienia",3,20.0,3,0,2026-03,2026-05,chisel_bush,sds_plus,220.0,chisel_bush|l220|sds_plus,,WRO5,1.0,WRO5
"WERHE M14 adapter do świdra ziemnego, stal hartowana",1,20.0,1,0,2026-06,2026-06,adapter,m14,150.0,adapter|m14,,WRO5,1.0,WRO5
Przedłużka m14 25cm,2,20.0,2,0,2026-07,2026-07,extension,m14,250.0,extension|l250|m14,5PRM14x250,WRO5,1.0,WRO5
"WERHE groszkownik SDS Plus, 25 zębów, 300 mm, do betonu, kamień i granit",1,20.0,1,0,2026-06,2026-06,chisel_bush,sds_plus,300.0,chisel_bush|l300|sds_plus,,WRO5,1.0,WRO5
Przedłużka 300mm SDS Max do SDS Max,2,20.0,2,0,2026-07,2026-08,extension,sds_max,300.0,extension|l300|sds_max,5PR300m-m,WRO5,1.0,WRO5
"WERHE brzeszczoty do wyrzynarki T544D, HCS, 152 mm, do drewna, chwyt typu T",1,20.0,1,0,2026-06,2026-06,blade_jigsaw,,152.0,blade_jigsaw|T544D|l152,,WRO5,1.0,WRO5
"WERHE brzeszczoty do wyrzynarki T344CB, chwyt typu T, 116 mm",1,20.0,1,0,2026-06,2026-06,blade_jigsaw,,116.0,blade_jigsaw|T344CB|l116,,WRO5,1.0,WRO5
"WERHE świder ziemny 50 x 220 mm do wkrętarki i wiertarki, świder ogrodowy",1,20.0,1,0,2026-06,2026-06,auger,,220.0,auger|d50|l220,,WRO5,1.0,WRO5
"WERHE świder ziemny Ø 100 mm, wiertło z podwójną spiralą z grotu z węglika",1,20.0,0,1,2026-06,2026-06,auger,,800.0,auger|d100|dbl,,XPO1,1.0,XPO1
"WERHE świder ziemny z podwójną spiralą Ø 100 mm, 80 cm, zielony",1,20.0,0,1,2026-06,2026-06,auger,,800.0,auger|d100|dbl,,XPO1,1.0,XPO1
"WERHE świder ziemny Ø 100 mm, podwójna spirala, świder do słupków",1,20.0,0,1,2026-06,2026-06,auger,,800.0,auger|d100|dbl,,XPO1,1.0,XPO1
WERHE Profesjonalne wiertło SDS Plus do betonu 14 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2,20.0,0,2,2024-09,2024-12,drill_bit,sds_plus,460.0,drill_bit|d14|l460|sds_plus,,XPO1,1.0,XPO1
WERHE Profesjonalne wiertło SDS Plus do betonu 10 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu,3,20.0,0,3,2024-11,2026-03,drill_bit,sds_plus,460.0,drill_bit|d10|l460|sds_plus,,XPO1,1.0,XPO1
WERHE M14 przedłużka 250 mm z twardej stali do szlifierki kątowej/polerki,1,20.0,1,0,2026-06,2026-06,extension,m14,250.0,extension|l250|m14,,WRO5,1.0,WRO5
"WERHE M14 przedłużka 120 mm do szlifierki kątowej i polerek, twarda stal",1,20.0,1,0,2026-06,2026-06,extension,m14,120.0,extension|l120|m14,,WRO5,1.0,WRO5
Przedłużka do świdra glebowego 5000mm,5,20.0,0,5,2026-07,2026-08,extension,,5000.0,extension|l5000,,XPO1,1.0,XPO1
Przedłużka m14 12cm,1,20.0,1,0,2026-07,2026-07,extension,m14,120.0,extension|l120|m14,5PRM14x120,WRO5,1.0,WRO5
Przedłużka 500mm SDS Max do SDS Max,1,20.0,0,1,2026-08,2026-08,extension,sds_max,500.0,extension|l500|sds_max,5PR500m-m,XPO1,1.0,XPO1
WERHE® Brzeszczot do wyrzynarki T318BF 5 szt. do cięcia metalu - do precyzyjnego cięcia średnich i grubych blach (2.5-6 mm) - brzeszczot do metalu do wyrzynarki z uchwytem w kształcie litery T,2,20.0,2,0,2025-03,2026-03,blade_jigsaw,,150.0,blade_jigsaw|T318BF|n5,,WRO5,1.0,WRO5
WERHE® Adapter do wiertła diamentowego wiertła rdzeniowego - 1 1/4 cala UNC na M16 - dodatkowo z gwintem wewnętrznym 1/2 BSPP,1,20.0,1,0,2026-01,2026-01,adapter,unc_1_1_4,150.0,adapter|unc_1_1_4,,WRO5,1.0,WRO5
"WERHE świder ziemny 46 mm Ø, 370 mm długości do wiertarki i wkrętarki akumulatorowej – świder ogrodowy do łatwego sadzenia kwiatów, krzewów i wykonywania otworów pod słupki ogrodzeniowe",1,20.0,1,0,2026-05,2026-05,auger,,370.0,auger|d46|l370,,WRO5,1.0,WRO5
"WERHE świder ziemny 100 x 450 mm do wkrętarki i wiertarki, świder ogrodowy",1,20.0,0,1,2026-06,2026-06,auger,,450.0,auger|d100|l450,,XPO1,1.0,XPO1
"WERHE świder ziemny 100 x 250 mm do wkrętarki i wiertarki, świder ogrodowy",1,20.0,1,0,2026-06,2026-06,auger,,250.0,auger|d100|l250,,WRO5,1.0,WRO5
"WERHE świder ziemny 100 mm Ø, 250 mm długości do wiertarki i wkrętarki akumulatorowej – świder ogrodowy do łatwego sadzenia kwiatów, krzewów i wykonywania otworów pod słupki ogrodzeniowe",1,20.0,1,0,2026-05,2026-05,auger,,250.0,auger|d100,,WRO5,1.0,WRO5
WERHE dłuta SDS Plus 50 x 150 mm – Dłuto płaskie do kucia betonu i usuwania płytek – Solidne akcesorium do młotów udarowo-obrotowych i młotów wyburzeniowych,2,20.0,2,0,2026-03,2026-05,chisel_flat,sds_plus,150.0,chisel_flat|d50|l150|sds_plus,,WRO5,1.0,WRO5
"WERHE pobijak do uziomów SDS Plus, Ø 25,5 mm, do prętów uziemiających, stal",1,20.0,1,0,2026-06,2026-06,driver_rod,sds_plus,150.0,driver_rod|d25.5|sds_plus,,WRO5,1.0,WRO5
WERHE adapter stalowy 1 1/4 UNC na 20 mm chwyt do wiertła koronowego,1,20.0,1,0,2026-06,2026-06,adapter,unc_1_1_4,150.0,adapter|unc_1_1_4|shank20,,WRO5,1.0,WRO5
"WERHE ® Wbijak gwoździ SDS Plus 13,5 mm do młotowiertarek – Wydajne narzędzie do wbijania gwoździ i prętów – Wytrzymała stal chromowo-wanadowa",1,20.0,1,0,2026-03,2026-03,driver_rod,sds_plus,150.0,driver_rod|d13.5|sds_plus,,WRO5,1.0,WRO5
Adapter Sds Max + zawleczka,1,20.0,1,0,2026-08,2026-08,adapter,sds_max,150.0,adapter|sds_max,,WRO5,1.0,WRO5
"WERHE szybki sworzeń do świdra ziemnego z zawleczką, stal sprężynowa",1,20.0,1,0,2026-06,2026-06,pin,,150.0,pin,,WRO5,1.0,WRO5
Świder Ogrodowy 80X600,1,20.0,0,1,2026-07,2026-07,auger,,600.0,auger|d80|l600,1Wo80x600,XPO1,1.0,XPO1
Wiertło do betonu 20x600mm Sds plus,2,20.0,0,2,2026-07,2026-08,drill_bit,sds_plus,600.0,drill_bit|d20|l600|sds_plus,2WB20x600p,XPO1,1.0,XPO1
Zawleczka bolec 5 Sztuk,1,20.0,1,0,2026-08,2026-08,pin,,150.0,pin|n5,,WRO5,1.0,WRO5
Świder Ogrodowy 50X220,2,20.0,2,0,2026-07,2026-08,auger,,220.0,auger|d50|l220,1Wo50x220,WRO5,1.0,WRO5
Świder Ogrodowy 100X450,1,20.0,0,1,2026-07,2026-07,auger,,450.0,auger|d100|l450,1Wo100x450,XPO1,1.0,XPO1
Adapter z M16 do 1.1/4,1,20.0,1,0,2026-07,2026-07,adapter,unc_1_1_4,150.0,adapter|unc_1_1_4,4AM16-1.1/4,WRO5,1.0,WRO5
"Adapter udar 1/2"" wewnętrzny do 1/2-20-UNF",1,20.0,1,0,2026-07,2026-07,adapter,unf_1_2,150.0,adapter|unf_1_2,4AK1/2-1/2-20UNF,WRO5,1.0,WRO5
Wiertarka do betonu WERHE ® Professional SDS PLUS 28 x 600 mm Wiertarka udarowa Wiertarka do betonu,3,19.0,0,3,2025-11,2026-02,drill_bit,sds_plus,600.0,drill_bit|d28|l600|sds_plus,,XPO1,1.0,XPO1
"Pobijak 20,2x35x260mm SDS MAX Premium",2,19.0,2,0,2026-08,2026-08,driver_rod,sds_max,35.0,driver_rod|d20.2|l35|sds_max,"6PO20,2mP",WRO5,1.0,WRO5
WERHE® Professional HEX28 Ø85mm 100x260mm wbijak do gwoździ uziemiających Elektrody uziemiające - Młotek udarowy Wbijak do gwoździ uziemiających,7,19.0,7,0,2024-09,2026-04,driver_rod,hex28,260.0,driver_rod|d85|l260|hex28,,WRO5,1.0,WRO5
Świder do gleby 200D,2,18.0,0,2,2026-07,2026-07,auger,,800.0,auger,1WG200d,XPO1,1.0,XPO1
"WERHE® Groszkownik SDS MAX 16 zębów dł. 200 mm, kwadrat 32 mm - Młoty nasadowe do młotowiertarek elektrycznych - Nasadki wyburzeniowe, do młotkowania betonu - Dłuto młotkowe",5,18.0,5,0,2025-03,2026-01,chisel_bush,sds_max,200.0,chisel_bush|d32|l200|sds_max,,WRO5,1.0,WRO5
Świder Ogrodowy 100X300,1,18.0,1,0,2026-07,2026-07,auger,,300.0,auger|d100|l300,1Wo100x300,WRO5,1.0,WRO5
WERHE dłuto łopatkowe HEX28 75x400 mm,2,18.0,2,0,2026-06,2026-06,chisel_flat,hex28,400.0,chisel_flat|d75|l400|hex28,,WRO5,1.0,WRO5
WERHE SDS Plus zestaw dłut 600 mm – bardzo długi 3-częściowy zestaw z dłutami spiczastymi i płaskimi 25/50 mm – wytrzymała stal do betonu i muru,2,18.0,0,2,2026-04,2026-05,set_chisel,sds_plus,600.0,set_chisel|sds_plus|n3,,XPO1,1.0,XPO1
"WERHE® Kafar HEX30 do wbijania rur ze stali nierdzewnej Ø105mm 120x250mm do młota wyburzeniowego - wbijak do słupków, wbijak do słupków ogrodzeniowych - kafar do budowy ogrodzeń i zagęszczania gruntu",6,17.0,6,0,2025-03,2026-04,driver_rod,hex30,250.0,driver_rod|d105|l250|hex30,,WRO5,1.0,WRO5
HEX WERHE adapter do wiertnic ziemnych – sześciokątny adapter do wiertarek akumulatorowych – kompatybilny z wiertnicą ziemną 40–200 mm,1,17.0,1,0,2026-01,2026-01,adapter,hex,150.0,adapter|hex,,WRO5,1.0,WRO5
"WERHE ® 16,5x25x145 Profesjonalny wkrętak do gwoździ Jack Hammer - Wkrętak do gwoździ SDS Max",5,17.0,5,0,2024-08,2026-03,other,sds_max,145.0,other|sds_max,,WRO5,1.0,WRO5
"WERHE dłuto łopatkowe SDS Plus 50x400 mm, dłuto płaskie ze stali hartowanej",2,17.0,0,2,2026-06,2026-06,chisel_flat,sds_plus,400.0,chisel_flat|d50|l400|sds_plus,,XPO1,1.0,XPO1
"WERHE pobijak do słupków HEX30, Ø 70 mm, do młota wyburzeniowego, pale",2,17.0,2,0,2026-06,2026-06,driver_pile,hex30,150.0,driver_pile|d70|hex30,,WRO5,1.0,WRO5
WERHE® Zestaw brzeszczotów 5 cz. S1022VFN/S1531L/S1543HM metal/drewno/matryca,3,16.0,3,0,2025-09,2026-03,other,,150.0,other,,WRO5,1.0,WRO5
WERHE® SDS Max 50 mm – Do szybkiego wbijania palików Star-Pitch młotem wyburzeniowym – Wytrzymała konstrukcja ze stali chromowo-wanadowej,2,16.0,2,0,2026-05,2026-05,driver_rod,sds_max,150.0,driver_rod|d50|sds_max,,WRO5,1.0,WRO5
"WERHE dłuto do młota SDS Plus 4 zęby, 150 mm, do betonu i obróbki kamienia",2,16.0,2,0,2026-06,2026-06,chisel_flat,sds_plus,150.0,chisel_flat|d150|sds_plus,,WRO5,1.0,WRO5
WERHE Wiertło SDS PLUS do betonu 40 x 600 mm – Wiertło udarowe do betonu i cegły – 4 krawędzie tnące,3,16.0,0,3,2026-05,2026-06,drill_bit,sds_plus,600.0,drill_bit|d40|l600|sds_plus,,XPO1,1.0,XPO1
